,label,cluster,id,c0.4,c0.3,c0.25,c0.1,c0.05,cluster.ordered,count,pgkb,drugbank,drug,gene
1387,"(fluvoxamine,cyp1a2)",15,2907,16,16,16,22,349,10,62,1,0,fluvoxamine,cyp1a2
3411,"(valdecoxib,cox-2)",4,2908,6,6,6,150,1025,8,49,1,1,valdecoxib,cox-2
3171,"(sulindac,fmo3)",4,2909,6,6,6,296,762,8,12,0,0,sulindac,fmo3
1395,"(forskolin,alpha-msh)",5,2910,21,26,31,240,694,14,5,0,0,forskolin,alpha-msh
339,"(bortezomib,skp2)",8,2911,9,9,9,88,109,17,8,0,0,bortezomib,skp2
511,"(chloramphenicol,reca)",4,2912,6,6,6,604,1255,8,13,0,0,chloramphenicol,reca
1909,"(indomethacin,mrp1)",4,2913,6,6,6,41,1256,8,14,0,0,indomethacin,mrp1
192,"(arsenite,vegf)",16,2914,18,24,29,58,68,25,15,0,0,arsenite,vegf
3132,"(sr141716,cb1r)",16,2915,23,65,100,605,1257,25,8,0,0,sr141716,cb1r
2100,"(maprotiline,herg)",16,2916,23,65,76,187,274,25,12,0,0,maprotiline,herg
3066,"(sildenafil,pde5)",4,2917,6,6,6,15,17,8,344,0,1,sildenafil,pde5
2930,"(resveratrol,sirt1)",5,2918,5,25,30,114,144,14,282,0,0,resveratrol,sirt1
1861,"(imatinib,ifn-alpha)",9,2919,10,10,10,104,313,6,29,0,0,imatinib,ifn-alpha
1204,"(estradiol,stat3)",16,2920,18,24,29,268,625,25,7,0,0,estradiol,stat3
2127,"(melatonin,mao-b)",13,2921,14,14,14,20,24,11,9,0,0,melatonin,mao-b
3264,"(telmisartan,ppargamma)",5,2922,5,25,30,114,144,14,63,0,1,telmisartan,ppargamma
1124,"(epirubicin,tace)",4,2923,6,6,6,296,600,8,18,0,0,epirubicin,tace
2030,"(leflunomide,stat6)",4,2924,6,6,6,223,327,8,6,0,0,leflunomide,stat6
2125,"(melatonin,ins-1)",12,2925,22,28,34,154,211,1,10,0,0,melatonin,ins-1
1452,"(g-csf,interleukin-10)",11,2926,17,17,18,563,1158,18,6,0,0,g-csf,interleukin-10
2783,"(protamine,testis-specific)",7,2927,27,36,44,211,1258,3,12,0,0,protamine,testis-specific
1538,"(genistein,mucin)",8,2928,9,9,9,217,1259,17,8,0,0,genistein,mucin
168,"(aripiprazole,bdnf)",16,2929,18,24,29,55,64,25,11,0,0,aripiprazole,bdnf
536,"(cimetidine,e-selectin)",16,2930,18,24,29,62,74,25,22,0,0,cimetidine,e-selectin
1241,"(etoposide,nf-kappab)",5,2931,5,5,5,559,1260,14,21,0,0,etoposide,nf-kappab
900,"(dexamethasone,gm-csf)",16,2932,18,24,29,167,401,25,66,0,0,dexamethasone,gm-csf
816,"(cysteamine,ghrelin)",11,2933,17,17,18,33,38,18,9,0,0,cysteamine,ghrelin
592,"(cisplatin,rhob)",9,2934,10,23,28,85,1261,6,10,0,0,cisplatin,rhob
93,"(alendronate,rankl)",11,2935,17,17,18,61,184,18,6,0,0,alendronate,rankl
1017,"(digoxin,hif-1)",20,2936,37,64,74,183,264,9,7,0,0,digoxin,hif-1
2151,"(menadione,dt-diaphorase)",17,2937,20,69,81,208,307,2,36,0,1,menadione,dt-diaphorase
595,"(cisplatin,survivin)",2,2938,2,32,38,120,158,7,22,0,0,cisplatin,survivin
913,"(dexamethasone,il-13)",16,2939,23,30,111,550,1262,25,8,0,0,dexamethasone,il-13
912,"(dexamethasone,il-10)",2,2940,2,2,2,3,420,7,39,0,0,dexamethasone,il-10
1242,"(etoposide,p-gp)",7,2941,8,8,8,205,302,3,22,1,0,etoposide,p-gp
2831,"(rapamycin,egfr)",8,2942,9,47,55,284,585,17,19,0,0,rapamycin,egfr
2070,"(losartan,enos)",1,2943,1,59,97,404,721,13,12,0,0,losartan,enos
151,"(apap,mrp3)",8,2944,9,9,9,10,12,17,14,0,0,apap,mrp3
209,"(atorvastatin,cd40l)",16,2945,18,19,21,321,741,25,16,0,0,atorvastatin,cd40l
1139,"(escitalopram,cyp2d6)",13,2946,14,14,14,20,24,11,7,1,0,escitalopram,cyp2d6
3455,"(verapamil,fmlp)",24,2947,36,97,127,606,1263,4,7,0,0,verapamil,fmlp
1128,"(erlotinib,her2)",21,2948,44,79,92,272,422,19,13,1,0,erlotinib,her2
1127,"(erlotinib,her1)",19,2949,25,53,61,141,1264,15,5,1,1,erlotinib,her1
490,"(cetrorelix,gnrh)",6,2950,35,51,59,132,323,12,108,0,0,cetrorelix,gnrh
1234,"(etoposide,caspase-3)",5,2951,5,25,30,226,331,14,22,0,0,etoposide,caspase-3
626,"(clonidine,pnmt)",16,2952,18,24,29,127,1265,25,8,0,0,clonidine,pnmt
1199,"(estradiol,rankl)",24,2953,36,52,60,136,179,4,8,0,0,estradiol,rankl
2671,"(pioglitazone,sgk1)",11,2954,17,17,18,33,334,18,10,0,0,pioglitazone,sgk1
787,"(cyclosporin,cyp3a4)",7,2955,19,20,23,35,348,3,16,0,0,cyclosporin,cyp3a4
2096,"(lumiracoxib,cox-2)",4,2956,6,6,6,150,213,8,43,0,1,lumiracoxib,cox-2
1229,"(etodolac,fap-1)",3,2957,3,46,54,201,1266,20,5,0,0,etodolac,fap-1
1163,"(estradiol,cyp1a1)",12,2958,22,49,57,370,645,1,23,0,0,estradiol,cyp1a1
330,"(bortezomib,amyloidosis)",10,2959,11,11,11,130,172,24,15,0,0,bortezomib,amyloidosis
2505,"(paclitaxel,parp)",13,2960,14,14,14,20,227,11,12,0,0,paclitaxel,parp
2810,"(rabeprazole,gastrin)",2,2961,2,32,38,120,1267,7,7,0,0,rabeprazole,gastrin
299,"(berberine,pon1)",16,2962,18,24,29,58,520,25,6,0,0,berberine,pon1
1164,"(estradiol,cyp1a2)",4,2963,6,6,6,14,389,8,14,0,0,estradiol,cyp1a2
2307,"(nafarelin,gnrh)",5,2964,21,33,39,156,214,14,35,0,0,nafarelin,gnrh
2491,"(paclitaxel,cyp2c8)",7,2965,19,20,23,35,255,3,59,0,0,paclitaxel,cyp2c8
329,"(bleomycin,parp)",12,2966,22,45,53,110,345,1,7,0,0,bleomycin,parp
568,"(cisplatin,hipk2)",11,2967,17,17,18,224,339,18,8,0,0,cisplatin,hipk2
3476,"(vincristine,traf1)",9,2968,10,23,28,42,525,6,5,0,0,vincristine,traf1
2407,"(norepinephrine,vasa)",8,2969,9,47,55,234,1215,17,15,0,0,norepinephrine,vasa
2256,"(mitoxantrone,gm-csf)",9,2970,10,23,28,222,326,6,11,0,0,mitoxantrone,gm-csf
2863,"(rapamycin,phas-i)",24,2971,36,52,60,378,664,4,16,0,0,rapamycin,phas-i
1742,"(il-11,hsp25)",2,2972,2,32,38,443,835,7,7,0,0,il-11,hsp25
2879,"(rapamycin,stat3)",4,2973,39,62,72,311,508,8,16,0,0,rapamycin,stat3
2945,"(rifampin,mdr1)",2,2974,2,32,38,64,76,7,7,1,0,rifampin,mdr1
2650,"(physostigmine,cholinesterase)",22,2975,31,40,48,98,285,22,174,0,0,physostigmine,cholinesterase
1188,"(estradiol,inos)",22,2976,31,74,87,607,1268,22,9,0,0,estradiol,inos
3299,"(thiopentone,ml-1)",16,2977,18,21,32,519,1033,25,20,0,0,thiopentone,ml-1
1190,"(estradiol,kiss1)",16,2978,18,24,29,124,1269,25,8,0,0,estradiol,kiss1
3333,"(topotecan,abcg2)",7,2979,27,36,44,232,351,3,19,0,0,topotecan,abcg2
873,"(dexamethasone,calcitonin)",6,2980,7,7,7,608,1270,12,26,0,0,dexamethasone,calcitonin
2202,"(methylprednisolone,fsgs)",10,2981,33,42,50,103,131,24,8,0,0,methylprednisolone,fsgs
2159,"(mesalazine,pp2a)",4,2982,6,6,6,139,568,8,7,0,0,mesalazine,pp2a
2397,"(norepinephrine,kallikrein)",8,2983,38,61,70,609,1271,17,9,0,0,norepinephrine,kallikrein
2816,"(raloxifene,mmp-2)",21,2984,29,57,65,151,205,19,5,0,0,raloxifene,mmp-2
2088,"(lovastatin,p27kip1)",7,2985,27,36,44,144,192,3,5,0,0,lovastatin,p27kip1
257,"(atra,klf4)",16,2986,18,24,29,58,1272,25,20,0,0,atra,klf4
1650,"(halofantrine,herg)",12,2987,22,28,34,170,424,1,10,0,1,halofantrine,herg
1765,"(il-2,bcl-2)",16,2988,18,24,43,162,688,25,78,0,0,il-2,bcl-2
3502,"(zileuton,5-lipoxygenase)",4,2989,6,6,6,148,410,8,90,1,1,zileuton,5-lipoxygenase
162,"(ara-c,bcrp)",7,2990,8,8,8,205,1273,3,6,0,0,ara-c,bcrp
1674,"(hemin,mcp-1)",11,2991,12,71,84,303,491,18,7,0,0,hemin,mcp-1
547,"(cisplatin,asmase)",1,2992,1,1,1,1,107,13,7,0,0,cisplatin,asmase
1198,"(estradiol,ppargamma)",11,2993,12,12,12,152,208,18,7,0,0,estradiol,ppargamma
2113,"(melatonin,caspase-3)",12,2994,22,45,53,299,484,1,23,0,0,melatonin,caspase-3
1235,"(etoposide,caspase-7)",1,2995,1,1,1,1,107,13,5,0,0,etoposide,caspase-7
968,"(dexamethasone,vegf)",16,2996,18,24,29,127,202,25,77,0,0,dexamethasone,vegf
2475,"(oxytocin,beta-endorphin)",5,2997,5,25,40,107,1038,14,19,0,0,oxytocin,beta-endorphin
2234,"(mineralocorticoids,sgk1)",8,2998,9,9,9,10,987,17,14,0,0,mineralocorticoids,sgk1
1752,"(il-1ra,ifn-gamma)",6,2999,35,51,59,300,1274,12,29,0,0,il-1ra,ifn-gamma
1116,"(enalapril,vegf)",2,3000,41,76,89,260,399,7,7,0,0,enalapril,vegf
2716,"(prednisone,copd)",10,3001,11,11,11,130,172,24,12,0,0,prednisone,copd
3472,"(vincristine,hsp27)",12,3002,22,28,34,83,720,1,13,0,0,vincristine,hsp27
1200,"(estradiol,resistin)",8,3003,9,9,9,18,21,17,7,0,0,estradiol,resistin
1384,"(fluvastatin,rhoa)",16,3004,23,65,100,610,1275,25,15,0,0,fluvastatin,rhoa
451,"(carvedilol,alpha1)",4,3005,4,4,4,5,78,8,11,0,0,carvedilol,alpha1
2282,"(n-acetylcysteine,ho-1)",3,3006,3,46,54,201,296,20,20,0,0,n-acetylcysteine,ho-1
1165,"(estradiol,cyp1b1)",11,3007,17,17,18,137,647,18,30,0,0,estradiol,cyp1b1
2112,"(melatonin,calmodulin)",4,3008,6,18,104,611,1276,8,66,0,1,melatonin,calmodulin
2028,"(leflunomide,inos)",8,3009,9,9,9,217,1103,17,6,0,0,leflunomide,inos
966,"(dexamethasone,tlr2)",22,3010,31,74,135,612,1277,22,7,0,0,dexamethasone,tlr2
2892,"(resveratrol,ap-1)",3,3011,3,46,103,613,1278,20,19,0,0,resveratrol,ap-1
2271,"(montelukast,inos)",3,3012,3,3,3,4,382,20,6,0,0,montelukast,inos
3043,"(saquinavir,cyp3a4)",7,3013,8,8,8,266,1279,3,26,1,0,saquinavir,cyp3a4
347,"(bromperidol,cyp3a4)",13,3014,14,14,14,20,24,11,12,0,0,bromperidol,cyp3a4
2578,"(pge2,icam-1)",16,3015,18,24,29,62,74,25,39,0,0,pge2,icam-1
2785,"(protamine,vegf)",25,3016,43,78,91,436,812,5,7,0,0,protamine,vegf
2488,"(paclitaxel,bcl-xl)",10,3017,33,94,123,614,1280,24,14,0,0,paclitaxel,bcl-xl
955,"(dexamethasone,rantes)",16,3018,18,24,29,428,1104,25,12,0,0,dexamethasone,rantes
2133,"(melatonin,nf-kappab)",16,3019,18,24,29,428,1104,25,31,0,0,melatonin,nf-kappab
2986,"(rofecoxib,cyp1a2)",4,3020,6,6,6,102,1281,8,10,0,0,rofecoxib,cyp1a2
2859,"(rapamycin,p70s6k1)",4,3021,6,6,6,17,20,8,9,0,0,rapamycin,p70s6k1
3235,"(tamoxifen,med1)",8,3022,9,9,19,28,32,17,5,0,0,tamoxifen,med1
3158,"(sulfadoxine,dhps)",4,3023,6,6,6,14,389,8,32,0,0,sulfadoxine,dhps
2210,"(metronidazole,cyp3a4)",4,3024,6,6,6,492,1282,8,7,0,0,metronidazole,cyp3a4
1102,"(dutasteride,pca3)",24,3025,36,97,127,615,1283,4,7,0,0,dutasteride,pca3
795,"(cyclosporine,cyclophilin)",6,3026,7,7,22,121,993,12,56,0,1,cyclosporine,cyclophilin
1316,"(fk506,cd40l)",16,3027,18,24,29,227,665,25,8,0,0,fk506,cd40l
3462,"(verteporfin,vegf)",9,3028,42,77,90,261,402,6,5,0,0,verteporfin,vegf
2154,"(menadione,oxidoreductase)",17,3029,20,22,27,175,791,2,22,0,0,menadione,oxidoreductase
563,"(cisplatin,fasl)",11,3030,17,17,18,33,38,18,6,0,0,cisplatin,fasl
1720,"(hydrocortisone,beta-glucuronidase)",21,3031,44,79,92,272,422,19,5,0,0,hydrocortisone,beta-glucuronidase
1636,"(goserelin,gnrh)",5,3032,21,33,39,156,214,14,62,0,0,goserelin,gnrh
88,"(alendronate,fpps)",4,3033,6,6,6,250,381,8,9,1,1,alendronate,fpps
862,"(dexamethasone,adiponectin)",11,3034,17,17,18,61,117,18,15,0,0,dexamethasone,adiponectin
1699,"(hyaluronan,rhamm)",6,3035,7,7,22,121,993,12,43,0,0,hyaluronan,rhamm
1639,"(gp120,cox-2)",2,3036,2,75,88,616,1284,7,8,0,0,gp120,cox-2
1575,"(glucosamine,mucin)",11,3037,17,17,18,137,1285,18,38,0,0,glucosamine,mucin
1119,"(entacapone,catechol-o-methyltransferase)",13,3038,14,14,14,125,1286,11,60,0,1,entacapone,catechol-o-methyltransferase
2701,"(pravastatin,enos)",12,3039,22,45,53,110,1287,1,18,0,0,pravastatin,enos
2849,"(rapamycin,inos)",11,3040,12,12,12,221,1288,18,17,0,0,rapamycin,inos
1250,"(etoricoxib,cyclooxygenase-2)",13,3041,14,14,14,125,164,11,18,1,1,etoricoxib,cyclooxygenase-2
2685,"(pitavastatin,rhoa)",18,3042,24,31,71,216,1289,21,6,0,0,pitavastatin,rhoa
3161,"(sulfasalazine,abcg2)",7,3043,8,8,8,87,427,3,14,1,0,sulfasalazine,abcg2
1585,"(gm-csf,b7-1)",2,3044,2,2,2,271,1290,7,15,0,0,gm-csf,b7-1
2456,"(ornithine,samdc)",8,3045,9,9,19,28,32,17,12,0,0,ornithine,samdc
2472,"(oxycodone,cyp3a)",13,3046,14,14,14,20,24,11,7,0,0,oxycodone,cyp3a
3120,"(sorafenib,stat3)",4,3047,6,6,6,617,1291,8,36,0,0,sorafenib,stat3
1138,"(escitalopram,bdnf)",16,3048,18,24,29,62,1036,25,13,1,0,escitalopram,bdnf
2497,"(paclitaxel,hsp27)",3,3049,3,46,54,190,280,20,17,0,0,paclitaxel,hsp27
2233,"(mineralocorticoids,kallikrein)",11,3050,17,17,18,61,1004,18,8,0,0,mineralocorticoids,kallikrein
2985,"(rofecoxib,cyclooxygenase-2)",4,3051,6,6,6,148,410,8,99,1,1,rofecoxib,cyclooxygenase-2
1572,"(glucosamine,furin)",12,3052,22,49,57,237,1292,1,6,0,0,glucosamine,furin
2690,"(plx4032,b-raf)",4,3053,6,6,6,41,1185,8,9,0,0,plx4032,b-raf
1620,"(gm-csf,mt1-mmp)",1,3054,1,1,1,115,147,13,7,0,0,gm-csf,mt1-mmp
474,"(celecoxib,hoat3)",7,3055,8,8,8,106,134,3,5,0,0,celecoxib,hoat3
37,"(adomet,prmt1)",1,3056,1,93,121,432,799,13,7,0,0,adomet,prmt1
246,"(atra,g-csf)",16,3057,18,19,21,128,445,25,51,0,0,atra,g-csf
2383,"(noradrenaline,icat)",1,3058,1,1,1,1,107,13,6,0,0,noradrenaline,icat
22,"(acarbose,alpha-amylase)",13,3059,14,14,14,125,164,11,43,0,1,acarbose,alpha-amylase
2577,"(pge2,hsp27)",5,3060,5,48,56,119,678,14,9,0,0,pge2,hsp27
2211,"(metronidazole,oxidoreductase)",5,3061,5,25,30,618,1293,14,23,0,0,metronidazole,oxidoreductase
2973,"(rituximab,fcgr3a)",10,3062,33,94,123,463,885,24,10,1,1,rituximab,fcgr3a
950,"(dexamethasone,pomc)",8,3063,40,68,79,191,1146,17,29,0,0,dexamethasone,pomc
1929,"(ipratropium,copd)",10,3064,11,11,11,130,172,24,107,0,0,ipratropium,copd
240,"(atra,cyp26a1)",7,3065,27,36,44,108,137,3,17,0,0,atra,cyp26a1
2465,"(ouabain,phospholipase)",12,3066,22,28,34,83,102,1,15,0,0,ouabain,phospholipase
1014,"(dicumarol,oxidoreductase)",13,3067,14,14,14,20,24,11,20,0,0,dicumarol,oxidoreductase
3491,"(warfarin,gas6)",18,3068,30,39,47,97,1294,21,11,0,0,warfarin,gas6
1533,"(genistein,igf-i)",3,3069,3,46,54,376,1295,20,23,0,0,genistein,igf-i
1341,"(flavopiridol,survivin)",2,3070,2,32,38,140,188,7,6,0,0,flavopiridol,survivin
2320,"(naltrexone,oprm1)",4,3071,4,4,4,386,692,8,16,0,1,naltrexone,oprm1
3297,"(theophylline,nf-kappab)",1,3072,1,1,1,1,1,13,8,0,0,theophylline,nf-kappab
2358,"(nifedipine,mmp-2)",3,3073,3,46,54,201,1296,20,6,0,0,nifedipine,mmp-2
3277,"(terfenadine,p-gp)",4,3074,6,6,6,139,1297,8,5,1,0,terfenadine,p-gp
706,"(ctla4ig,b7-1)",4,3075,4,4,4,5,1298,8,21,0,1,ctla4ig,b7-1
3428,"(vasopressin,avpr1a)",6,3076,7,7,22,31,550,12,30,0,1,vasopressin,avpr1a
3429,"(vasopressin,avpr1b)",6,3077,7,7,22,92,113,12,18,0,1,vasopressin,avpr1b
1502,"(gemfibrozil,inos)",4,3078,6,6,6,139,568,8,7,0,0,gemfibrozil,inos
621,"(clomiphene,lhrh)",5,3079,5,25,40,107,135,14,22,0,0,clomiphene,lhrh
3254,"(tegaserod,5-ht4)",5,3080,21,33,39,68,96,14,45,0,1,tegaserod,5-ht4
1522,"(genistein,enos)",16,3081,18,24,29,45,52,25,26,0,0,genistein,enos
2399,"(norepinephrine,mao-a)",7,3082,8,8,8,87,230,3,22,0,0,norepinephrine,mao-a
2635,"(phenylephrine,sirt1)",8,3083,9,9,9,10,12,17,7,0,0,phenylephrine,sirt1
2506,"(paclitaxel,pc-3)",12,3084,22,28,34,154,211,1,22,0,0,paclitaxel,pc-3
1016,"(digoxin,abcb1)",7,3085,8,8,8,87,481,3,14,1,0,digoxin,abcb1
2503,"(paclitaxel,ociad1)",5,3086,21,26,31,619,1299,14,6,0,0,paclitaxel,ociad1
2626,"(phenothiazine,calmodulin)",4,3087,4,4,4,294,1300,8,81,0,0,phenothiazine,calmodulin
1517,"(genistein,cox-2)",5,3088,5,25,40,176,1301,14,30,0,0,genistein,cox-2
1009,"(dicoumarol,nadph)",4,3089,6,6,6,492,1302,8,7,0,0,dicoumarol,nadph
2976,"(rituximab,nf-kappab)",4,3090,6,6,6,139,186,8,12,0,0,rituximab,nf-kappab
98,"(almotriptan,5-ht1b)",5,3091,21,33,39,159,223,14,14,0,1,almotriptan,5-ht1b
1789,"(il-2,cxcr3)",8,3092,9,9,9,43,49,17,18,0,0,il-2,cxcr3
2020,"(lapatinib,her-2)",4,3093,6,6,6,223,327,8,27,1,1,lapatinib,her-2
2137,"(melatonin,sert)",18,3094,30,39,47,620,1303,21,6,0,0,melatonin,sert
1700,"(hyaluronan,shap)",20,3095,37,56,64,621,1304,9,7,0,0,hyaluronan,shap
1420,"(forskolin,pai-1)",11,3096,12,12,12,152,208,18,13,0,0,forskolin,pai-1
1853,"(imatinib,cd34)",12,3097,22,28,34,154,211,1,38,0,0,imatinib,cd34
278,"(azathioprine,gsts)",9,3098,10,23,28,85,1261,6,10,0,0,azathioprine,gsts
881,"(dexamethasone,cyclooxygenase-2)",3,3099,3,3,3,4,61,20,15,0,0,dexamethasone,cyclooxygenase-2
1577,"(glucosamine,tgase)",18,3100,24,31,71,277,1305,21,7,0,0,glucosamine,tgase
799,"(cyclosporine,etanercept)",9,3101,10,23,28,85,1261,6,12,0,0,cyclosporine,etanercept
3154,"(succinylcholine,cholinesterase)",15,3102,16,16,16,22,1306,10,63,1,0,succinylcholine,cholinesterase
21,"(acamprosate,beta-endorphin)",2,3103,2,32,38,343,578,7,7,0,0,acamprosate,beta-endorphin
999,"(dibucaine,cholinesterase)",12,3104,13,86,110,502,983,1,18,0,0,dibucaine,cholinesterase
1408,"(forskolin,ghrh)",9,3105,10,10,10,12,398,6,6,0,0,forskolin,ghrh
3501,"(zidovudine,il-1)",8,3106,38,61,70,609,1271,17,7,0,0,zidovudine,il-1
2848,"(rapamycin,il-10)",16,3107,18,24,29,167,586,25,19,0,0,rapamycin,il-10
1790,"(il-2,cxcr4)",1,3108,1,59,97,287,459,13,15,0,0,il-2,cxcr4
3003,"(rosiglitazone,enos)",11,3109,17,17,18,33,38,18,7,0,0,rosiglitazone,enos
2416,"(nutlin-3,rita)",9,3110,10,23,28,85,1307,6,7,0,0,nutlin-3,rita
3258,"(telmisartan,adiponectin)",16,3111,18,24,29,127,167,25,32,0,0,telmisartan,adiponectin
2498,"(paclitaxel,ikappabalpha)",1,3112,1,1,1,96,513,13,7,0,0,paclitaxel,ikappabalpha
1001,"(diclofenac,cox-2)",4,3113,6,6,6,95,1308,8,73,0,1,diclofenac,cox-2
1000,"(diclofenac,cox-1)",4,3114,6,6,6,102,199,8,19,0,1,diclofenac,cox-1
1910,"(indomethacin,mucin)",8,3115,38,61,70,166,1309,17,11,0,0,indomethacin,mucin
703,"(ctla4-ig,cd28)",16,3116,23,65,76,622,1310,25,18,0,0,ctla4-ig,cd28
2841,"(rapamycin,gcn2)",5,3117,5,25,30,226,331,14,8,0,0,rapamycin,gcn2
2704,"(pravastatin,mrp2)",7,3118,19,20,23,35,1311,3,8,0,0,pravastatin,mrp2
2451,"(orlistat,cyp3a4)",9,3119,10,10,10,117,154,6,8,0,0,orlistat,cyp3a4
1936,"(irinotecan,drg1)",12,3120,22,49,57,129,878,1,5,0,0,irinotecan,drg1
965,"(dexamethasone,stat3)",8,3121,9,9,19,28,32,17,8,0,0,dexamethasone,stat3
987,"(dhea,p450c17)",2,3122,2,2,2,27,1312,7,21,0,0,dhea,p450c17
2763,"(propranolol,gastrin)",16,3123,18,19,21,90,301,25,28,0,0,propranolol,gastrin
839,"(daunorubicin,ryr2)",19,3124,25,55,63,220,322,15,8,0,0,daunorubicin,ryr2
2720,"(primaquine,g6pd)",8,3125,9,9,9,43,49,17,31,1,0,primaquine,g6pd
2726,"(probucol,abca1)",4,3126,6,6,6,238,1128,8,17,0,1,probucol,abca1
596,"(cisplatin,tace)",20,3127,26,70,82,265,409,9,19,0,0,cisplatin,tace
2374,"(nitroprusside,inos)",11,3128,17,17,18,224,339,18,8,0,0,nitroprusside,inos
899,"(dexamethasone,glut4)",3,3129,3,46,54,359,1313,20,17,0,0,dexamethasone,glut4
2693,"(pramlintide,amylin)",5,3130,21,33,39,156,214,14,84,0,0,pramlintide,amylin
898,"(dexamethasone,glut1)",18,3131,24,31,71,352,605,21,13,0,0,dexamethasone,glut1
2826,"(rapamycin,ccr5)",8,3132,9,47,55,284,1314,17,11,0,0,rapamycin,ccr5
743,"(curcumin,md-2)",19,3133,25,34,41,73,89,15,6,0,0,curcumin,md-2
3314,"(tiagabine,gat-1)",4,3134,6,6,6,250,381,8,17,0,1,tiagabine,gat-1
1661,"(haloperidol,proenkephalin)",2,3135,2,75,88,253,385,7,5,0,0,haloperidol,proenkephalin
2608,"(pge2,pla2)",2,3136,2,32,38,64,697,7,86,0,0,pge2,pla2
683,"(coumarin,cyp2a)",17,3137,20,69,81,208,307,2,14,0,0,coumarin,cyp2a
2598,"(pge2,mmp-2)",11,3138,17,17,18,259,407,18,9,0,0,pge2,mmp-2
1117,"(enoxacin,cyp1a2)",15,3139,16,16,16,623,1315,10,5,0,0,enoxacin,cyp1a2
2599,"(pge2,mmp-3)",8,3140,9,9,9,43,210,17,10,0,0,pge2,mmp-3
1651,"(haloperidol,5-ht1a)",4,3141,4,4,4,11,13,8,14,0,0,haloperidol,5-ht1a
983,"(dhea,g6pdh)",4,3142,6,6,6,150,204,8,22,0,0,dhea,g6pdh
3280,"(tetrahydroaminoacridine,cholinesterase)",4,3143,6,6,6,148,1178,8,23,0,1,tetrahydroaminoacridine,cholinesterase
1363,"(fluoxetine,hsert)",18,3144,24,31,71,352,605,21,11,0,1,fluoxetine,hsert
1598,"(gm-csf,eotaxin)",9,3145,10,23,28,85,105,6,11,0,0,gm-csf,eotaxin
3009,"(rosiglitazone,il-1ra)",16,3146,18,19,21,90,301,25,10,0,0,rosiglitazone,il-1ra
2734,"(proguanil,cyp2c19)",7,3147,19,20,23,35,248,3,28,1,0,proguanil,cyp2c19
1481,"(geldanamycin,enos)",3,3148,3,3,3,340,572,20,16,0,0,geldanamycin,enos
589,"(cisplatin,pdcd5)",9,3149,10,23,28,42,493,6,8,0,0,cisplatin,pdcd5
3232,"(tamoxifen,lhrh)",5,3150,21,26,31,63,1316,14,31,0,0,tamoxifen,lhrh
3080,"(simvastatin,ho-1)",5,3151,5,25,40,176,1317,14,36,0,0,simvastatin,ho-1
460,"(ceftibuten,pept1)",4,3152,4,4,107,624,1318,8,11,0,0,ceftibuten,pept1
3131,"(spironolactone,ctgf)",1,3153,1,59,97,445,837,13,6,0,0,spironolactone,ctgf
509,"(chloramphenicol,pai-1)",8,3154,9,9,19,28,687,17,7,0,0,chloramphenicol,pai-1
798,"(cyclosporine,cypa)",13,3155,14,14,14,20,227,11,31,0,1,cyclosporine,cypa
2657,"(pioglitazone,afabp)",11,3156,12,71,84,243,368,18,10,0,0,pioglitazone,afabp
801,"(cyclosporine,g-csf)",2,3157,2,2,2,3,4,7,7,0,0,cyclosporine,g-csf
2278,"(n-acetylcysteine,ap-1)",13,3158,14,14,14,20,24,11,7,0,0,n-acetylcysteine,ap-1
2659,"(pioglitazone,apoa-i)",8,3159,9,9,9,10,477,17,6,0,0,pioglitazone,apoa-i
2913,"(resveratrol,ho-1)",16,3160,18,24,29,58,738,25,15,0,0,resveratrol,ho-1
752,"(curcumin,npc1l1)",3,3161,3,46,103,625,1319,20,9,0,0,curcumin,npc1l1
3271,"(terbinafine,cyp2d6)",4,3162,6,6,6,102,273,8,21,1,0,terbinafine,cyp2d6
1309,"(filgrastim,sargramostim)",2,3163,2,2,2,3,22,7,16,0,0,filgrastim,sargramostim
3045,"(sargramostim,filgrastim)",9,3164,10,23,28,85,105,6,16,0,0,sargramostim,filgrastim
2286,"(nabumetone,cox-2)",13,3165,14,14,14,20,24,11,11,0,1,nabumetone,cox-2
2458,"(oseltamivir,neuraminidase)",4,3166,6,6,6,148,1178,8,256,0,1,oseltamivir,neuraminidase
2694,"(pranlukast,cyp3a4)",7,3167,8,8,8,106,134,3,5,0,0,pranlukast,cyp3a4
2615,"(pge2,timp-1)",11,3168,12,12,12,221,1320,18,13,0,0,pge2,timp-1
3107,"(sn-38,bcrp)",10,3169,11,11,11,626,1321,24,35,0,0,sn-38,bcrp
2563,"(pge2,beta-induced)",2,3170,2,32,38,120,158,7,31,0,0,pge2,beta-induced
2868,"(rapamycin,ppiase)",4,3171,6,6,6,139,480,8,8,0,0,rapamycin,ppiase
1498,"(gemcitabine,survivin)",2,3172,2,75,88,627,1322,7,15,0,0,gemcitabine,survivin
710,"(ctla4ig,ctla4)",23,3173,32,73,86,366,1323,16,13,0,0,ctla4ig,ctla4
1980,"(ketoconazole,aromatase)",13,3174,14,14,14,125,164,11,13,0,0,ketoconazole,aromatase
319,"(bezafibrate,rantes)",3,3175,3,3,3,4,607,20,6,0,0,bezafibrate,rantes
1134,"(erythromycin,herg)",4,3176,4,4,107,628,1324,8,17,1,0,erythromycin,herg
855,"(desipramine,creb)",4,3177,39,62,72,311,519,8,5,0,0,desipramine,creb
